a	s	folder	dir	p	co_wes	note
A14869	T8699502R-RT	R21107113LU01	Project_s440e26784_14Samples_20210918_1631953609	P231486901	P011486901	X22684,彭娇娇
A14845	T8452131R-RT	R21107109LU01	Project_s440e26784_14Samples_20210918_1631953609	P231484501	P011484501	X22766,鲁菊
A14855	T8556661R-RT	R21107110LU01	Project_s440e26784_14Samples_20210918_1631953609	P231485501	P011485501	X22804,陆铮伟
A14880	T8803568R-RT	R21107116LU01	Project_s440e26784_14Samples_20210918_1631953609	P231488001	P011488001	X21330,关义烈
A14885	T8858789	R21106146-MDX210434-RL-T8858789	Project_s440g01372_1Samples_20210917_1631868773	P521488501	None	X20740,刘万一
A14884	T8843819	R21106145-MDX210426-RL-T8843819	Project_s440g01372_2Samples_20210914_1631611507	P521488401	None	X20739,于燕燕
A14790	T7901961R-RT	R21107108LU01	Project_s440e26784_1Samples_20210921_1632219942	P231479001	P011479001	X21291,张彩英
A14770	T7706525R-RT	R21101638LU02	Project_s440e26778_1Samples_20210924	P231477001	None	X21641,RNA-04
A14780	T7802132R1-RT	R21108208LU01	Project_s440e26782_1Samples_20210925_1632567004	P231478001	P011478001	X20788,马震艳
A14864	T8641831R-RT	R21107657LU01	Project_s440e26785_4Samples_20210927_1632713106	P231486401	P011486401	X22781,葛梦嘉
A14858	T8581681R-RT	R21107656LU01	Project_s440e26785_4Samples_20210927_1632713106	P231485801	None	X22379,洪响珍
A14887	T8871602R-RT	R21107659LU01	Project_s440e26785_4Samples_20210927_1632713106	P231488701	P011488701	X22760,鞠洪军
A14883	T8837261R-RT	R21107658LU01	Project_s440e26785_4Samples_20210927_1632713106	P231488301	P011488301	X22112,林贤煌
A14931	T9318739	R21109447-MDX210451-RL-T9318739	Project_s440g01377_1Samples_20210928_1632831927	P521493101	None	X20741,宓海
A14904	T9041461R-RT	R21109730LU01	Project_s440e26786_9Samples_20210929_1632898805	P231490401	None	X22459,冯冠涵
A14897	T8973998R-RT	R21109725LU01	Project_s440e26786_9Samples_20210929_1632898805	P231489701	None	X22457,王宇灏
A14899	T8996732R-RT	R21109727LU01	Project_s440e26786_9Samples_20210929_1632898805	P231489901	P011489901	X22759,沈志江
A14908	T9081212R-RT	R21109731LU01	Project_s440e26786_9Samples_20210929_1632898805	P231490801	P011490801	X22865,吴谨宁
A14898	T8985401R-RT	R21109726LU01	Project_s440e26786_9Samples_20210929_1632898805	P231489803	None	X22053,王建忠
A13236	T2364801R1-RT	R21109732LU01	Project_s440e26786_9Samples_20210929_1632898805	P231323602	None	X20282,占舒语
A14903	T9038361R-RT	R21109729LU01	Project_s440e26786_9Samples_20210929_1632898805	P231490301	P011490301	X21331,李伊柔
A14902	T9025812R-RT	R21109728LU01	Project_s440e26786_9Samples_20210929_1632898805	P231490201	P011490201	X22758,吴云
A14922	T9223848R-RT	R21110190LU01	Project_s440e26787_6Samples_20210930_1632993904	P231492201	P011492201	X22114,陈何生
A14930	T9301002R-RT	R21110191LU01	Project_s440e26787_6Samples_20210930_1632993904	P231493001	P011493001	X22638,蒙俊凯
A14911	T9118171R-RT	R21110465LU01	Project_s440e26788_1Samples_20210930_1632990304	P231491101	None	X22381,戚瑞华
A14914	T9142132R-RT	R21110189LU01	Project_s440e26787_6Samples_20210930_1632993904	P231491401	P011491401	X22639,廖丽英
A14933	T9331182R-RT	R21110192LU01	Project_s440e26787_6Samples_20210930_1632993904	P231493301	P011493301	X17282,邢家豪
A14909	T9093172R-RT	R21110188LU01	Project_s440e26787_6Samples_20210930_1632993904	P231490901	P011490901	X22864,吴瑞杰
A14935	T9352311R-RT	R21110193LU01	Project_s440e26787_6Samples_20210930_1632993904	P231493501	P011493501	X22115,张古月
A14898	T8984191R-RT	R21110186LU01	Project_s440e26787_1Samples_20210930_1632984607	P231489801	None	X22053,王建忠
A14910	T9101571R-RT	R21110464LU01	Project_s440e26788_1Samples_20211002_1633150516	P231491001	None	X22382,孙淑媛
A14887	T8871602R-RT	R21107659LU01	Project_s440e26785_2Samples_20211002_1633150231	P231488701	P011488701	X22760,鞠洪军
A14858	T8581681R-RT	R21107656LU01	Project_s440e26785_2Samples_20211002_1633150231	P231485801	None	X22379,洪响珍
A14864	T8641831R-RT	R21107657LU01	Project_s440e26785_1Sample_20211006	P231486401	P011486401	X22781,葛梦嘉
A14883	T8837261R-RT	R21107658LU01	Project_s440e26785_1Samples_20211006_1633501504	P231488301	P011488301	X22112,林贤煌
A14864	T8641831R-RT	R21107657LU02	Project_s440e26785_1Sample_20211006	P231486401	P011486401	X22781,葛梦嘉
A14883	T8837261R-RT	R21107658LU02	Project_s440e26785_1Samples_20211006_1633501504	P231488301	P011488301	X22112,林贤煌
A14951	T9516991R-RT	R21112433LU01	Project_s440e26790_7Samples_20211013_1634109905	P231495101	None	X22904,喻一博
A14934	T9349102R1-RT	R21112426LU01	Project_s440e26790_7Samples_20211013_1634109905	P231493401	P011493401	X22755,董海峰
A14937	T9376261R-RT	R21112427LU01	Project_s440e26790_7Samples_20211013_1634109905	P231493701	P011493701	X22116,陈善文
A12371	T3717262R-RT	R21112435LU01	Project_s440e26790_7Samples_20211013_1634109905	P231237102	None	X19260,马从碧
A08420	T4208968R1-RT	R21112423LU01	Project_s440e26790_7Samples_20211013_1634109905	P230842001	P010842003	X14942,周秋元
A14938	T9389931R-RT	R21112428LU01	Project_s440e26790_7Samples_20211013_1634109905	P231493801	P011493801	X21332,冯杏文
A08507	T5077962R-RT	R21112424LU01	Project_s440e26790_7Samples_20211013_1634109905	P230850702	P010850702	X15155,张翠英
A15023	T0232619	R21114763-LUPF210417-RL-T0232619	Project_s440g01384_1Samples_20211013_1634126365	P521502301	None	X20742,马云祥
A15025	T0254439	R21114764-LUPF210477-RL-T0254439	Project_s440g01384_1Samples_20211013_1634127906	P521502501	None	X20744,陆国初
A14948	T9485082R-RT	R21112438LU01	Project_s440e26790_9Samples_20211014_1634191205	P231494801	P011494801	X22752,庄一烜
A14958	T9586291R-RT	R21112439LU01	Project_s440e26790_9Samples_20211014_1634191205	P231495801	P011495801	X21334,刘汉勇
A14960	T9601632R-RT	R21112440LU01	Project_s440e26790_9Samples_20211014_1634191205	P231496001	P011496001	X22875,李煜豪
A14932	T9322681R-RT	R21112437LU01	Project_s440e26790_9Samples_20211014_1634191205	P231493201	P011493201	X22806,徐晶
A14949	T9491462R-RT	R21112432LU01	Project_s440e26790_9Samples_20211014_1634191205	P231494901	P011494901	X22874,周乔伊
A14945	T9451002R-RT	R21112430LU01	Project_s440e26790_9Samples_20211014_1634191205	P231494501	P011494501	X22872,李二冠
A14966	T9661412R-RT	R21112442LU01	Project_s440e26790_9Samples_20211014_1634191205	P231496601	P011496601	X22878,毛伟康
A14971	T9711111R-RT	R21112443LU01	Project_s440e26790_9Samples_20211014_1634191205	P231497101	None	X22456,谭卓越
A14961	T9619782R-RT	R21112441LU01	Project_s440e26790_9Samples_20211014_1634191205	P231496101	P011496101	X22876,张维远
A14881	T8815472R2-RT	R21113968LU01	Project_s440e26792_1Samples_20211014_1634192704	P231488101	P011488101	X22761,凌蓓蓓
A14921	T9217001R-RT	R21113969LU01	Project_s440e26792_1Samples_20211014_1634191611	P231492101	P011492101	X22113,刘咏晴
A12371	T3716142R-RT	R21112425LU01	Project_s440e26790_1Samples_20211015_1634286305	P231237101	None	X19260,马从碧
A14952	T9527541R-RT	R21112434LU01	Project_s440e26790_1Samples_20211015_1634286335	P231495201	None	X22922,岳子恒
A14924	T9248561R-RT	R21112436LU01	Project_s440e26790_1Samples_20211015_1634286337	P231492401	P011492401	X22822,彭艳霞
A14940	T9409931R-RT	R21112429LU01	Project_s440e26790_1Samples_20211015_1634286303	P231494001	None	X22603,卫毅
A14947	T9476372R-RT	R21112431LU01	Project_s440e26790_1Samples_20211015_1634286304	P231494701	P011494701	X22012,白魏嘉
A15024	T0244699	R21114762-CTC210443-RL-T0244699	Project_s440g01384_1Samples_20211016_1634372706	P521502401	None	X20743,李薇
A15006	T0068802R-RT	R21114821LU01	Project_s440e26793_8Samples_20211017_1634453406	P231500601	P011500601	X22453,李倩
A15003	T0033621R-RT	R21114819LU01	Project_s440e26793_8Samples_20211017_1634453406	P231500301	None	X22606,蒋欣苗
A15014	T0148032R-RT	R21114824LU01	Project_s440e26793_8Samples_20211017_1634453406	P231501401	P011501401	X22882,甘泽杭
A14991	T9912971R-RT	R21114818LU01	Project_s440e26793_8Samples_20211017_1634453406	P231499101	None	X22921,宋庆伟
A14985	T9856802R-RT	R21114816LU01	Project_s440e26793_8Samples_20211017_1634453406	P231498501	P011498501	X22636,冯敬成
A15005	T0056432R-RT	R21114820LU01	Project_s440e26793_8Samples_20211017_1634453406	P231500501	P011500501	X22452,陈春雨
A15011	T0117012R-RT	R21114823LU01	Project_s440e26793_8Samples_20211017_1634453406	P231501101	P011501101	X22632,吴汉亮
A15007	T0077481R-RT	R21114822LU01	Project_s440e26793_8Samples_20211017_1634453406	P231500701	P011500701	X22778,张婉玥
A14986	T9863238R-RT	R21114817LU01	Project_s440e26793_1Samples_20211017_1634453503	P231498601	P011498601	X21335,吴美兴
A15012	T0122792R-RT	R21115388LU01	Project_s440e26794_1Samples_20211018_1634549519	P231501201	P011501201	X21074,刘琳
A14984	T9843852R-RT	R21115387LU01	Project_s440e26794_1Samples_20211018_1634549425	P231498401	P011498401	X22747,钟秀卿
A15074	T0741369	R21117778-LUPF210512-RL-T0741369	Project_s440g01391_1Samples_20211023_1634979605	P521507401	None	X20747,周传樟
A15051	T0515989	R21116091-MDX210509-RL-T0515989	Project_s440g01388_1Samples_20211018_1634549116	P521505101	None	X20745,罗旺水
A15026	T0262038R-RT	R21116948LU01	Project_s440e26795_4Samples_20211023_1634986206	P231502601	P011502601	X21803,李金胜
A15031	T0316401R-RT	R21116950LU01	Project_s440e26795_2Samples_20211023_1634979772	P231503101	None	X22608,官芝茹
A14982	T9824688R-RT	R21116947LU01	Project_s440e26795_2Samples_20211023_1634979772	P231498201	None	X22604,周维贞
A15030	T0309711R-RT	R21116949LU01	Project_s440e26795_4Samples_20211023_1634986206	P231503001	None	X22607,桑美玲
A13985	T9856828R-RT	R21116945LU01	Project_s440e26795_4Samples_20211023_1634986206	P231398501	None	X22054,方良生
A14017	T0179282R-RT	R21116946LU01	Project_s440e26795_4Samples_20211023_1634986206	P231401701	None	X22055,王顺
A15065	T0652431R-RT	R21117782LU01	Project_s440e26797_4Samples_20211024_1635085505	P231506501	None	X22915,穆俊明
A15020	T0204132R-RT	R21117780LU01	Project_s440e26797_4Samples_20211024_1635085505	P231502001	P011502001	X22843,汪国权
A15049	T0498651R-RT	R21117781LU01	Project_s440e26797_4Samples_20211024_1635085505	P231504901	P011504901	X22118,才让拉加
A14626	T6269201R-RT	R21117779LU01	Project_s440e26797_4Samples_20211024_1635085505	P231462601	None	X22500,周小堾
A90015	T2837602R-RT	R21009835LU01	Project_s440e26711_6Samples_20210202	P239001501	P019001501	X50017,龙云
A90016	T3059581R-RT	R21074667LU01	Project_s440e26760_6Samples_20210713_1626166421	P529001601	None	X50015,月影
A15075	T0755882R-RT	R21119778LU01	Project_s440e26799_6Samples_20211030_1635591610	P231507501	P011507501	X22072,许同
A14562	T5629438R-RT	R21119770LU01	Project_s440e26799_6Samples_20211030_1635591610	P231456201	None	X19116,张秀华
A15046	T0462072R-RT	R21119773LU01	Project_s440e26799_6Samples_20211030_1635591610	P231504604	P011504604	X22746,尹春苏
A15046	T0467872R-RT	R21119774LU01	Project_s440e26799_6Samples_20211030_1635591610	P231504603	P011504603	X22746,尹春苏
A14917	T9172912R1-RT	R21119772LU01	Project_s440e26799_6Samples_20211030_1635591610	P231491701	P011491701	X22757,孔令根
A15090	T0901592R-RT	R21119779LU01	Project_s440e26799_6Samples_20211030_1635591610	P231509001	P011509001	X22911,金丽丽
A15047	T0474842R-RT	R21119776LU01	Project_s440e26799_1Samples_20211101_1635764406	P231504702	P011504702	X22745,王妹妹
A15091	T0915871R-RT	R21120673LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509101	None	X22611,吴清云
A15096	T0966072R-RT	R21120677LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509601	P011509601	X22744,楼英
A15086	T0862528R1-RT	R21120672LU01	Project_s440e26800_13Samples_20211101_1635764404	P231508601	P011508601	X22073,赵燕晨
A15099	T0995362R-RT	R21120679LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509901	P011509901	X22850,孔佳淇
A15103	T1034921R-RT	R21120680LU01	Project_s440e26800_13Samples_20211101_1635764404	P231510301	None	X22614,傅建兰
A15067	T0671231R-RT	R21120671LU01	Project_s440e26800_13Samples_20211101_1635764404	P231506701	P011506701	X22812,李光
A15093	T0939651R-RT	R21120675LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509301	None	X22612,陶学磐
A15006	T0067362R-RT	R21120669LU01	Project_s440e26800_13Samples_20211101_1635764404	P231500601	P011500601	X22453,李倩
A15104	T1042811R-RT	R21120681LU01	Project_s440e26800_13Samples_20211101_1635764404	P231510401	None	X22908,胡宇彤
A15098	T0981642R-RT	R21120678LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509801	P011509801	X22849,彭夕羽
A15046	T0464231R-RT	R21120670LU01	Project_s440e26800_13Samples_20211101_1635764404	P231504602	P011504602	X22746,尹春苏
A15092	T0927031R-RT	R21120674LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509201	P011509201	X22623,廖一静
A15094	T0947341R-RT	R21120676LU01	Project_s440e26800_13Samples_20211101_1635764404	P231509401	None	X22613,罗海鹏
A14705	T7054711R-RT	R21119771LU01	Project_s440e26799_2Samples_20211102_1635852303	P231470501	None	X22057,范惠东
A15070	T0707851R-RT	R21119777LU01	Project_s440e26799_2Samples_20211102_1635852303	P231507001	None	X22610,黄骥
A001mb	T9172912R1-MLB	R21119772LU01	Project_s440g01102_1Samples_20211101	P23001mb01	None	None,None
A15122	T1222061R-RT	R21123056LU01	Project_s440e26802_10Samples_20211106_1636189299	P231512201	P011512201	X22853,张水芬
A15149	T1493182R-RT	R21123058LU01	Project_s440e26802_10Samples_20211106_1636189299	P231514901	P011514901	X22856,邓宇诚
A15043	T0439911R-RT	R21123050LU01	Project_s440e26802_10Samples_20211106_1636189299	P231504301	None	X22609,沈荻斐
A15125	T1255011R-RT	R21123057LU01	Project_s440e26802_10Samples_20211106_1636189299	P231512501	P011512501	X22852,周刚
A15109	T1097731R-RT	R21123054LU01	Project_s440e26802_10Samples_20211106_1636189299	P231510901	None	X22923,刘玉洁
A15047	T0471622R-RT	R21123059LU01	Project_s440e26802_10Samples_20211106_1636189299	P231504703	P011504703	X22745,王妹妹
A15120	T1205931R-RT	R21123055LU01	Project_s440e26802_10Samples_20211106_1636189299	P231512001	P011512001	X22631,钟艳燕
A15088	T0889321R-RT	R21123051LU01	Project_s440e26802_10Samples_20211106_1636189299	P231508801	None	X22909,吴浩芮
A15106	T1067851R-RT	R21123052LU01	Project_s440e26802_10Samples_20211106_1636189299	P231510601	P011510601	X22625,陈小明
A15108	T1086391R-RT	R21123053LU01	Project_s440e26802_10Samples_20211106_1636189299	P231510801	P011510801	X21804,陈泽
A15170	T1708129	R21123663-MDX210576-RL-T1708129	Project_s440g01401_1Samples_20211106_1636190705	P521517001	None	X20748,李就升
A15177	T1773119	R21123789-LUPF210528-RL-T1773119	Project_s440g01402_1Samples_20211107_1636277105	P521517701	None	X20749,朱纪国
A15152	T1525271R-RT	R21123669LU01	Project_s440e26803_2Samples_20211110_1636532829	P231515201	P011515201	X21805,陈丹丹
A15155	T1553161R-RT	R21123670LU01	Project_s440e26803_2Samples_20211110_1636532829	P231515501	None	X22924,孙晴
A15204	T2049539	R21126294-MDX210148-RL-T2049539	Project_s440g01407_1Samples_20211113_1636797198	P521520401	None	X20750,LD1-0005-410761
A15205	T2058519	R21126295-MDX210286-RL-T2058519	Project_s440g01407_2Samples_20211113_1636797771	P521520501	None	X20751,LD1-0005-410899
A09991	T9915451R	R21126293-PL2021110906-T9915451R-pre	Project_s440g01407_18Samples_20211112_1636706118	P620999101	P010999103	X16343,黄喆
A15180	T1804221R	R21126292-PL2021110905-T1804221R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621518001	NonX22925,杨艳	
A15176	T1761522R	R21126293-PL2021110906-T1761522R-pre	Project_s440g01407_18Samples_20211112_1636706118	P621517601	P011517601	X21922,戴凤林
A15119	T1193761R	R21126292-PL2021110905-T1193761R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621511901	P011511901	X22119,龙华宁
A15178	T1788931R	R21126293-PL2021110906-T1788931R-pre	Project_s440g01407_18Samples_20211112_1636706118	P621517801	P011517801	X21806,莫育枝
A15187	T1874821R	R21126293-PL2021110906-T1874821R-pre	Project_s440g01407_18Samples_20211112_1636706118	P621518701	P011518701	X21882,聂景玉
A15165	T1657681R	R21126293-PL2021110906-T1657681R-pre	Project_s440g01407_18Samples_20211112_1636706118	P621516501	P011516501	X22060,吴树汉
A15192	T1928652R	R21126292-PL2021110905-T1928652R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621519201	P011519201	X21916,赵金喜
A15185	T1859341R	R21126292-PL2021110905-T1859341R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621518501	NonX22093,孙根宝	
A15184	T1845732R	R21126293-PL2021110906-T1845732R-pre	Project_s440g01407_18Samples_20211112_1636706118	P621518401	P011518401	X21917,潜丽帆
A15180	T1804221R	R21126292-PL2021110905-T1804221R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621518001	None	X22925,杨艳
A15185	T1859341R	R21126292-PL2021110905-T1859341R-pre	Project_s440g01407_4Samples_20211112_1636707007	P621518501	None	X22093,孙根宝
A15198	T1989111R	R21127565-PL2021111203-T1989111R-pre	Project_s440g01409_4Samples_20211115_1636965448	P621519801	None	X21854,罗浩文
A15116	T1166842R	R21127565-PL2021111203-T1166842R-pre	Project_s440g01409_4Samples_20211115_1636965448	P621511601	P011511601	X21982,关秀玲
A15140	T1405102R1-RT	R21123773LU01	Project_s440e26804_8Samples_20211110_1636532705	P231514001	P011514001	X20667,钱凤卿
A15241	T2411451R	R21129166-PL2021111604-T2411451R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621524101	P011524101	X22120,曾晓平
A15194	T1949142R	R21129166-PL2021111604-T1949142R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621519401	P011519401	X22984,王浩宸
A15174	T1744631R	R21129166-PL2021111604-T1744631R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621517401	P011517401	X22861,林华棫
A15226	T2263128R	R21129166-PL2021111604-T2263128R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621522601	P011522601	X22987,王新民
A15231	T2311132R	R21129166-PL2021111604-T2311132R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621523101	P011523101	X21912,何广卷
A15211	T2119292R	R21129166-PL2021111604-T2119292R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621521101	None	X21913,朱梅玲
A15212	T2125911R	R21129166-PL2021111604-T2125911R-pre	Project_s440g01412_20Samples_20211120_1637398805	P621521201	P011521201	X22985,徐忆恒
A15268	T2688029	R21129993-MDX210629-RL-T2688029	Project_s440g01413_2Samples_20211121_1637486705	P521526801	None	X20760,郑闰锋
A15269	T2692629	R21129992-LUPF210587-RL-T2692629	Project_s440g01413_2Samples_20211121_1637486705	P521526901	None	X20761,陈步升
A15162	T1628892R1-RT	R21129161LU01	Project_s440e26806_1Samples_20211123_1637641888	P231516201	P011516201	X22751,王宇超
